,1. Buy & Hold,2. VT Buy & Hold,3. Risk Parity,4. RORO Crash,5. 2D Signal,6. RORO 2D,7. VT RORO 2D,8. Multi-Asset,9. Ensemble WFO,10. Full Stack
2019-04-26,1.1084381495172002,1.0887313833707841,1.0505060644340778,1.085208624511964,1.058397723937429,1.0686267687271949,1.061199539739826,1.0535086945965317,1.0876523277225885,1.0492220406860384
2019-04-29,1.1101758890069457,1.0910460773694741,1.0485749067318657,1.0869099462160647,1.0600570132009246,1.0703020944425947,1.0634556997473048,1.0511805010392414,1.0895065637038606,1.0470875143323053
2019-04-30,1.1107425886480058,1.0918015592205004,1.0518835785133616,1.0874647695395439,1.0605981291941944,1.0708484401331761,1.0641920769702233,1.055156601852164,1.090114419809117,1.05086796074107
2019-05-01,1.1023934927553969,1.079351165635343,1.046627386129137,1.0792906455494204,1.0526259531250817,1.062799215763374,1.052056528988459,1.0488253577654147,1.0801738222699409,1.044486447757736
2019-05-02,1.1000137724914614,1.0761883510314605,1.044825174960364,1.0769607970545148,1.0503536653009444,1.0605049670700828,1.0489736956530857,1.046654000673514,1.0776459284912514,1.042519220469942
2019-05-03,1.110780229214571,1.090385550847678,1.053990803093823,1.087501621273207,1.0606340704778805,1.0708847287768313,1.0628118766228665,1.0576678528815124,1.0890233475398061,1.0523821401353994
2019-05-06,1.1062089915195241,1.0849190607063395,1.049348926853546,1.0830261829517096,1.056269201248035,1.066477674608523,1.0574836231063558,1.0520739714040523,1.0847297238052962,1.0479415474588811
2019-05-07,1.0877358379065132,1.0632164053704773,1.0366741169946858,1.0649401709974065,1.0386300179102246,1.0486680147170158,1.0363297846065012,1.0368205265605135,1.067502680138086,1.035938088227689
2019-05-08,1.0862247782731915,1.0617828982464421,1.035688363836601,1.0634607786226973,1.0382755648088744,1.0463335008676597,1.033920345639874,1.0346731545765213,1.0657681061126514,1.0336536244376893
2019-05-09,1.0829379203550424,1.0588477630732207,1.03493895218355,1.0594886421309642,1.0384403704540823,1.0480185359085872,1.0355853903034409,1.0358564247654827,1.063715123629229,1.0353182395684433
2019-05-10,1.0883778186807032,1.0639031874068101,1.0412011938452825,1.0658709651071783,1.0386052022589165,1.0487259798642303,1.0362844415127663,1.037669370724884,1.064031048655527,1.0360171104430071
2019-05-13,1.0610269283291052,1.0382006405142645,1.0308025031186152,1.0337243826173184,1.0387700602275292,1.0556520741811317,1.0431283682570853,1.0236200329811282,1.0710582221408769,1.0428592716544427
2019-05-14,1.0706223452035293,1.0442056725721245,1.0359969255587136,1.044938487486289,1.0389349443640734,1.0549357021963586,1.0424204949361133,1.0235329797910517,1.0703313954494238,1.042151580944079
2019-05-15,1.0768936818217565,1.0481572592597055,1.0398600857117901,1.0522794082255733,1.0390998546727028,1.0557242050545816,1.0431996434074524,1.0249083413101008,1.0711314056896692,1.0429305284179062
2019-05-16,1.0868667590473815,1.0545280018688135,1.0431450922910732,1.0639693828034753,1.0392647911575716,1.0518707484911518,1.0393919022439841,1.0225631144066976,1.0672217119213643,1.039123769540264
2019-05-17,1.0798401017267523,1.0501624100220308,1.0372921542369278,1.0557108113738727,1.0394297538228348,1.0487762116295651,1.0363340773546217,1.0190089707707959,1.0640820135014173,1.0360667334802673
2019-05-20,1.0727001044779108,1.0455725666702531,1.0310841115300688,1.0473300793218718,1.039594742672648,1.0480428032155629,1.0356093697157362,1.0172191729043771,1.0633379017517066,1.0353422127947518
2019-05-21,1.082371220713982,1.0521006141265494,1.0362743806869374,1.058656789231075,1.0397597577111675,1.0467908557147132,1.0343722746674289,1.0172711665565561,1.0620676833745828,1.034105436880776
2019-05-22,1.079046722229268,1.0499464659328006,1.0348842446917155,1.0547505965578838,1.0399247989425502,1.04737193252747,1.0349464578877794,1.0149315754690427,1.0601762146395735,1.0346794719786532
2019-05-23,1.0658624864471407,1.040821940057543,1.0325072111280567,1.0392815601449994,1.040089866370954,1.0529394573184498,1.0404479324668452,1.0118949688476873,1.0547863806370987,1.035387016283302
2019-05-24,1.0682802655061585,1.042494720609581,1.0367876325816079,1.0421064161752047,1.0402549600005366,1.052696109370156,1.0402074714717588,1.0119903310171559,1.0542302001486186,1.0348521490223013
2019-05-28,1.0583448288470982,1.035538262348931,1.028583459147228,1.0304718696480013,1.0404200798354575,1.0529216470442915,1.0404303334844953,1.0105621941336644,1.0544560664981077,1.0350738636697547
2019-11-19,1.0580394373516262,1.0353622307549455,1.028721027080854,1.0301109621628288,1.040585225879876,1.0540194118936725,1.0415150750239397,1.0114321067388465,1.0555554311168025,1.0361530206110519
2019-11-20,1.0541050575128814,1.0287559963411514,1.0259562235489765,1.0255102429630014,1.0375619399759384,1.0513352607940603,1.036604264882571,1.011984572159197,1.0569853702513732,1.0375566757009675
2019-11-21,1.0524088513991747,1.0261710429451016,1.020087316533365,1.0235259419273053,1.0364426375807447,1.04914493884282,1.0347871635373538,1.0082442685949145,1.0536136883726162,1.0342469694930072
2019-11-22,1.05474931825607,1.0297386740202903,1.0200797561344708,1.02625336081403,1.0381054635505442,1.0506523646339352,1.0373116333642542,1.0079203343774092,1.0531925021525286,1.0338335251950401
2019-11-25,1.0629238414040565,1.0428596473895535,1.024160334358298,1.035793696752896,1.043786768050693,1.0556863625974566,1.0465700356726342,1.0070231043610582,1.0509673297822248,1.0316492542369238
2019-11-26,1.0653320077154902,1.0463671842942672,1.0291328158190671,1.0386056265818036,1.0454918386568082,1.0582312161663139,1.0490402767105251,1.0102155813417713,1.0538564081066366,1.034485227739001
2019-11-27,1.0700806408838193,1.0537529258290677,1.0311348823258257,1.044156908056731,1.0488037620111812,1.06053947466301,1.0542297476144813,1.008079182442019,1.0505580043321108,1.036387200723794
2019-11-29,1.0661124113178055,1.047311788110686,1.02831385568269,1.0401803969781553,1.046131175775519,1.0586255016350985,1.049725186164359,1.0096543060993193,1.0533284166796315,1.0326448233815246
2019-12-02,1.0570559353856965,1.0333961854302436,1.0205464815676057,1.0313442098835506,1.0399602748556371,1.0516481511580833,1.0399680659251518,1.0063936253538381,1.051065339138897,1.022883991898769
2019-12-03,1.0499668353604723,1.0243054896902737,1.0214509168513357,1.0244275444361042,1.0351276826726712,1.0489960035864432,1.0342939581146986,1.0070673244059647,1.037849403600718,1.0237102241710225
2019-12-04,1.056445152394752,1.0320332341554126,1.0264449564740115,1.0307482835185222,1.0349296939651125,1.0464686295878336,1.031696687970671,1.0057383693835336,1.0484125948298602,1.021073454392363
2019-12-05,1.0583448288470985,1.0342482555174917,1.026679291106261,1.0326017524260733,1.0350939685197103,1.045568972867139,1.0308097307960284,1.0050925783634037,1.0517211164014202,1.0201956300891835
2019-12-06,1.068011715795127,1.0461202748343532,1.0298174550296988,1.0420335029585654,1.0352582691496341,1.0402040550323823,1.025520544092426,1.0015812311312848,1.069819565140662,1.0149609053863287
2019-12-09,1.0646538972450326,1.0422358638373144,1.0279429242828118,1.0387573596594732,1.035422595859023,1.0400736792984762,1.0253920087411887,1.0011161765079333,1.0638503365032892,1.0148336935452618
2019-12-10,1.0634665529654377,1.0408464829668866,1.0269707011103257,1.0375988962263611,1.0355869486520166,1.0409486516510096,1.0262546299919855,1.0016005655655824,1.061712490485694,1.0156874325081306
2019-12-11,1.066485502267816,1.0444640310605868,1.0282601711834083,1.0405444129002765,1.0357513275327552,1.045048579571719,1.0302966833676137,1.0050080484046127,1.0672370620682898,1.01968786543693
2019-12-12,1.0756773771090014,1.0560225153895892,1.0282393040719928,1.0495127054740956,1.0359157325053796,1.0410426517974167,1.0263473032331847,1.001922015285811,1.0849422249999139,1.0186442608279573
2019-12-13,1.0763220098272148,1.0567460575742977,1.0314230587413595,1.0501416582089274,1.0360801635740313,1.0452108875676496,1.0304567002253562,1.0057517492565542,1.0860464968131558,1.0243084317781388
2019-12-16,1.0837161293728863,1.0659451311361645,1.0379611736589942,1.0477116917347788,1.0362446207428526,1.0433149360526168,1.0285875119445926,1.0055673265776142,1.0830885876374416,1.0215186697209815
2019-12-17,1.08395382141382,1.0662329624157447,1.0340175415411805,1.0480204959796684,1.0364091040159864,1.0436224443905988,1.0288906794976842,1.0050403216427963,1.0834078189260608,1.0218197537920406
2019-12-18,1.0840215208683583,1.066284525280417,1.036742093318277,1.0475990621660989,1.0365736133975763,1.0432027791375302,1.0284769382354948,1.0052466411009897,1.0829721550334817,1.0214088559162136
2019-12-19,1.08846513451624,1.0722790483262634,1.0406719511050257,1.0492018091221065,1.0367381488917664,1.0447988001145863,1.0300504297950164,1.0072390962043085,1.0846290201335056,1.0229715338469039
2019-12-20,1.0932372021111396,1.0789740234856073,1.0436465332529454,1.0504351891656072,1.0407650650706894,1.0488570256138583,1.0357708445410008,1.00876214113206,1.0859040463261822,1.0241740791188871
2019-12-23,1.094907369973101,1.0813807148134862,1.044081266875201,1.051657085260516,1.0423550698383433,1.050459392687161,1.038081169585874,1.009784918275963,1.0871672008047613,1.0253654275435111
2019-12-24,1.09494121970037,1.081380694846077,1.046858824761318,1.0571607142446586,1.0423872948792912,1.050491868278179,1.0380811504179794,1.014549781967783,1.092856664605099,1.030731464596329
2019-12-26,1.1007700683411121,1.090636145076199,1.0526166462620632,1.061451501114816,1.0479363761062694,1.0560840936765428,1.046966003336395,1.0189600763601134,1.0972923336233162,1.034914980853938
2019-12-27,1.1004974106478345,1.090168174148504,1.0536808767742112,1.0606733089104645,1.0476768051720402,1.0558225045752665,1.046516770423972,1.0185684848356122,1.0964878650828098,1.034156243625321
2019-12-30,1.0944301260161085,1.0799928547399384,1.0509094838665396,1.0611832790181417,1.0419007321731095,1.0500015225412707,1.0367488807918959,1.018424457724533,1.0970150547744193,1.0276614900277952
2019-12-31,1.0970886315193238,1.0837996400564975,1.0550152957603829,1.0604663849078844,1.0444316373121787,1.0525521054973719,1.04040323868791,1.0186698305371102,1.096273954111432,1.0356710679291972
2020-01-02,1.1073484466570997,1.0996167826296228,1.0595881185007465,1.0665687045914638,1.054199011811382,1.0623954214474467,1.055587047347424,1.0242423335316064,1.1025823239230321,1.0446284744425076
2020-01-03,1.0989633856449996,1.0878955216799278,1.0587614900397697,1.0760290348453767,1.0462164088108366,1.0543507536152885,1.0443351171909119,1.0230335828441441,1.097895053511895,1.042977832037682
2020-01-06,1.1031559161510498,1.092819717167262,1.0639867928382094,1.0795960565947786,1.048903207228697,1.0584195605722708,1.0481360577487264,1.0280825577961257,1.1042596020568827,1.0522210358493707
2020-01-07,1.1000540164181112,1.0889218142171555,1.0608593925134213,1.0765604034558125,1.0468886102053756,1.0570437579712924,1.0458010817440768,1.0250606915974072,1.0982402380289242,1.0463277621841092
2020-01-08,1.1059170867611476,1.0963157780049178,1.0620137772066855,1.0822982574882367,1.050844258513898,1.0597453708464004,1.0503406090337029,1.0261761215784184,1.1094151989870882,1.0484748542942435
2020-01-09,1.113415731288826,1.1059242884890907,1.0633284854785396,1.0896367551052673,1.0558819558837669,1.0640670449328398,1.0565696731704748,1.0274464650187518,1.1239891707497447,1.0509619157792145
2020-01-10,1.1102119103990549,1.1018188603394627,1.0644601873204942,1.0865013575173172,1.0538054475719711,1.06304411619959,1.0541965418025079,1.0285399775812862,1.1177192867630168,1.0530950368322205
2020-01-13,1.1178470697608847,1.1115892979003905,1.0688295847197582,1.0939734544510524,1.0589286970126708,1.0668668525956715,1.0603309045476657,1.0327619296623645,1.1325753514395727,1.061440404177363
2020-01-14,1.1161426801966292,1.1094060730313238,1.0676473824462205,1.0923054651618398,1.0578489327840042,1.0657999615319924,1.0589017365593842,1.0316196208053448,1.1292274515577487,1.0591569735239517
